web-scraper-order,web-scraper-start-url,title,air_date,rating,score,description,image-src
"1708596369-94","https://www.imdb.com/search/title/?title_type=tv_series","44. Ghosts","2021–","TV-PG","7.9 (27K)","A young couple, Sam and Jay, inherit a haunted mansion and, unaware of their invisible housemates, plan to turn it into a B&B. Their lives become much more complicated after a fall causes Sam to see the ghosts. Based on the UK series.","https://m.media-amazon.com/images/M/MV5BMWFjY2Y1ZTQtODAzMC00NmE4LThlM2EtNjBmN2M1YzI5NTZhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UY207_CR2,0,140,207_.jpg"
"1708596369-95","https://www.imdb.com/search/title/?title_type=tv_series","45. The Big Bang Theory","2007–2019","TV-PG","8.2 (860K)","A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.","https://m.media-amazon.com/images/M/MV5BY2FmZTY5YTktOWRlYy00NmIyLWE0ZmQtZDg2YjlmMzczZDZiXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-96","https://www.imdb.com/search/title/?title_type=tv_series","46. Kin","2021–","TV-MA","7.8 (10K)","Kin tells the story of a fictional Dublin family embroiled in gangland war and speaks to the enduring unbreakable bonds of blood and family.","https://m.media-amazon.com/images/M/MV5BYmNmMWUyMjktNDgyNi00M2ZlLWExYjktOGQ1ODkxNGFhODVhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-97","https://www.imdb.com/search/title/?title_type=tv_series","47. Black Mirror","2011–","TV-MA","8.7 (632K)","Featuring stand-alone dramas -- sharp, suspenseful, satirical tales that explore techno-paranoia -- ""Black Mirror"" is a contemporary reworking of ""The Twilight Zone"" with stories that tap into the collective unease about the modern world.","https://m.media-amazon.com/images/M/MV5BZTgyNTBkNzctN2I3NC00NTA1LWJiMDMtYzA2MmYyZjc1NWQzXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-98","https://www.imdb.com/search/title/?title_type=tv_series","48. House of the Dragon","2022–","TV-MA","8.4 (363K)","An internal succession war within House Targaryen at the height of its power, 172 years before the birth of Daenerys Targaryen.","https://m.media-amazon.com/images/M/MV5BMjk2NjgzMTEtYWViZS00NTMyLWFjMzctODczYmQzNzk2NjIwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-99","https://www.imdb.com/search/title/?title_type=tv_series","49. Friends","1994–2004","TV-14","8.9 (1.1M)","Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.","https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-100","https://www.imdb.com/search/title/?title_type=tv_series","50. Criminal Record","2024–","TV-MA","7.2 (4.3K)","Follows two brilliant detectives in a tug of war over a historic murder conviction and the quest to find common ground in a polarized Britain.","https://m.media-amazon.com/images/M/MV5BYzhlZDc0NzMtYTVhOC00MGZjLWJhN2YtYjgyNTEwNzU4M2YwXkEyXkFqcGdeQXVyMTIzNjIwNTI5._V1_QL75_UX140_CR0,1,140,207_.jpg"
"1708596369-101","https://www.imdb.com/search/title/?title_type=tv_series","51. Ted Lasso","2020–2023","TV-MA","8.8 (338K)","American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League soccer team.","https://m.media-amazon.com/images/M/MV5BMTdmZjBjZjQtY2JiNS00Y2ZlLTg2NzgtMjUzMGY2OTVmOWJiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"1708596369-102","https://www.imdb.com/search/title/?title_type=tv_series","52. Peaky Blinders","2013–2022","TV-MA","8.8 (636K)","A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.","https://m.media-amazon.com/images/M/MV5BZjYzZDgzMmYtYjY5Zi00YTk1LThhMDYtNjFlNzM4MTZhYzgyXkEyXkFqcGdeQXVyMTE5NDQ1MzQ3._V1_QL75_UY207_CR13,0,140,207_.jpg"
"1708596369-103","https://www.imdb.com/search/title/?title_type=tv_series","53. Slow Horses","2022–","TV-MA","8.1 (66K)","Follows a team of British intelligence agents who serve as a dumping ground department of MI5 due to their career-ending mistakes.","https://m.media-amazon.com/images/M/MV5BNDgwODEwOTYtODYwMS00MzE5LTg3ODktOTU2YjExYWEzMmQ2XkEyXkFqcGdeQXVyNjYxNjc0OTc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
"1708596369-104","https://www.imdb.com/search/title/?title_type=tv_series","54. Modern Family","2009–2020","TV-PG","8.5 (476K)","Three different, but related, families face trials and tribulations in their own uniquely comedic ways.","https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
