web-scraper-order,web-scraper-start-url,title,air_date,rating,score,description,image-src,link,link-href,length,episodes,episodes-href,seasons
"1708777540-134","https://www.imdb.com/search/title/?title_type=tv_series","That '90s Show","2023–","TV-14","6.4","Now it's 1995, Leia Forman is visiting her grandparents for the summer where she bonds with a new generation of Point Place, WI, kids under the watchful eye of Kitty and the stern glare of Red.","https://m.media-amazon.com/images/M/MV5BN2MyODVjN2QtZjU3Mi00ZjQwLTg1N2EtNjUyNGJmNjkwNzVjXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_QL75_UY281_CR18,0,190,281_.jpg","1116. That '90s Show","https://www.imdb.com/title/tt15591076/?ref_=sr_t_1116","30m","Episodes11","https://www.imdb.com/title/tt15591076/episodes?ref_=tt_eps_sm","2"
"1708777545-135","https://www.imdb.com/search/title/?title_type=tv_series","Tales from the Crypt","1989–1996","TV-MA","8.0","Tales of horror based on the gruesome E.C. comic books of the 1950s presented by the legendary Crypt Keeper, a sinister ghoul obsessed with gallows humor and horrific puns.","https://m.media-amazon.com/images/M/MV5BNGVmMDMwNDAtODY2MS00MzM5LTg5NmItODBmMjI2MWY0Y2FlXkEyXkFqcGdeQXVyMTI0MTA4MTM5._V1_QL75_UX190_CR0,2,190,281_.jpg","1115. Tales from the Crypt","https://www.imdb.com/title/tt0096708/?ref_=sr_t_1115","25m","Episodes93","https://www.imdb.com/title/tt0096708/episodes?ref_=tt_eps_sm","7"
"1708777552-136","https://www.imdb.com/search/title/?title_type=tv_series","Party Down","2009–","TV-14","8.2","A group of actors move to Los Angeles to make it big, but end up working as caterers.","https://m.media-amazon.com/images/M/MV5BMWI5MTNmNzktZGI2MS00YzEwLWEzODYtZDBhZjJmNzQ0YjhiXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,2,190,281_.jpg","1114. Party Down","https://www.imdb.com/title/tt1073507/?ref_=sr_t_1114","30m","Episodes26","https://www.imdb.com/title/tt1073507/episodes?ref_=tt_eps_sm","3"
"1708777558-137","https://www.imdb.com/search/title/?title_type=tv_series","The Dick Van Dyke Show","1961–1966","TV-G","8.4","The misadventures of a TV writer both at work and at home.","https://m.media-amazon.com/images/M/MV5BMTY0ODUzMDkwM15BMl5BanBnXkFtZTcwNTI1ODUyMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg","1113. The Dick Van Dyke Show","https://www.imdb.com/title/tt0054533/?ref_=sr_t_1113","30m","Episodes158","https://www.imdb.com/title/tt0054533/episodes?ref_=tt_eps_sm","5"
"1708777564-138","https://www.imdb.com/search/title/?title_type=tv_series","Platonic","2023–","TV-MA","7.2","Former childhood best friends reconnect as adults and try to get past the rift that led to their falling out.","https://m.media-amazon.com/images/M/MV5BNjYwMmQ5ZDAtMGE3MS00ZGJkLTk1M2YtM2NlMjE2YmIwOTY0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,28,190,281_.jpg","1112. Platonic","https://www.imdb.com/title/tt13366604/?ref_=sr_t_1112","30m","Episodes11","https://www.imdb.com/title/tt13366604/episodes?ref_=tt_eps_sm","2"
"1708777569-139","https://www.imdb.com/search/title/?title_type=tv_series","Mahsun J","2024–","","8.6","The interesting story of Mahsun who tried to become a gigolo while working as a courier.","https://m.media-amazon.com/images/M/MV5BZWU1OTZhOTctZjhmMC00NTVhLWE1NzYtNDFlNTYxMjAyYmE3XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg","1111. Mahsun J","https://www.imdb.com/title/tt31027788/?ref_=sr_t_1111","","Episodes6","https://www.imdb.com/title/tt31027788/episodes?ref_=tt_eps_sm","1"
"1708777575-140","https://www.imdb.com/search/title/?title_type=tv_series","Dad's Army","1968–1977","","8.1","A ragtag group of Home Guard volunteers prepare for an imminent German invasion during World War II.","https://m.media-amazon.com/images/M/MV5BMmY4YTc3NTUtNTgxOS00MjFkLWJmNzEtNTE2NDkwNjAwOTI1XkEyXkFqcGdeQXVyNjg1NzcwODE@._V1_QL75_UY281_CR5,0,190,281_.jpg","1110. Dad's Army","https://www.imdb.com/title/tt0062552/?ref_=sr_t_1110","","Episodes80","https://www.imdb.com/title/tt0062552/episodes?ref_=tt_eps_sm","9"
"1708777581-141","https://www.imdb.com/search/title/?title_type=tv_series","Rescue Me","2004–2011","TV-MA","8.3","Tommy Gavin deals with the fears of his job as a firefighter and seeing his ex-wife dating other men.","https://m.media-amazon.com/images/M/MV5BMTU5MDI1MTU1N15BMl5BanBnXkFtZTcwMjA2Njk4Mw@@._V1_QL75_UY281_CR0,0,190,281_.jpg","1109. Rescue Me","https://www.imdb.com/title/tt0381798/?ref_=sr_t_1109","42m","Episodes95","https://www.imdb.com/title/tt0381798/episodes?ref_=tt_eps_sm","Unknown"
"1708777587-142","https://www.imdb.com/search/title/?title_type=tv_series","Tokyo Revengers","2021–","TV-14","7.9","Hanagaki Takemichi lives an unsatisfying life right up until his death. Waking up 12 years in the past, he reckons with the eventual fate of his friends and tries to prevent an unfortunate future.","https://m.media-amazon.com/images/M/MV5BMTdmYmVlODktNWM0Yi00NDNlLWJhMjQtMzg1MzVhYzU1N2IwXkEyXkFqcGdeQXVyMTcxNDcyNDA4._V1_QL75_UY281_CR18,0,190,281_.jpg","1108. Tokyo Revengers","https://www.imdb.com/title/tt13196080/?ref_=sr_t_1108","24m","Episodes51","https://www.imdb.com/title/tt13196080/episodes?ref_=tt_eps_sm","Unknown"
"1708777594-143","https://www.imdb.com/search/title/?title_type=tv_series","Southland","2009–2013","TV-MA","8.5","The lives of Police Officers working for the Los Angeles Police Department.","https://m.media-amazon.com/images/M/MV5BMjAwNzQ4MTMyMF5BMl5BanBnXkFtZTcwMDk3NTYyNw@@._V1_QL75_UY281_CR4,0,190,281_.jpg","1107. Southland","https://www.imdb.com/title/tt1299368/?ref_=sr_t_1107","42m","Episodes43","https://www.imdb.com/title/tt1299368/episodes?ref_=tt_eps_sm","5"
"1708777600-144","https://www.imdb.com/search/title/?title_type=tv_series","As If","2021–","","9.0","Yilmaz and Ilkkan are two friends who are constantly fighting each other. Their greatest feature is always being able to do something that will turn their ordinary lives upside down.","https://m.media-amazon.com/images/M/MV5BZTUzZjU0M2MtZGFmYy00ZWU0LWJjZGUtOGJlMTI4MWI4ZDUxXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg","1106. As If","https://www.imdb.com/title/tt13675832/?ref_=sr_t_1106","","Episodes43","https://www.imdb.com/title/tt13675832/episodes?ref_=tt_eps_sm","5"
"1708777605-145","https://www.imdb.com/search/title/?title_type=tv_series","Justice League","2001–2004","TV-PG","8.6","Seven of the most formidable heroes form arguably the most powerful team ever.","https://m.media-amazon.com/images/M/MV5BZGQxYzExOGEtYjE2Ni00YzNlLTkyMGEtZTM0NDE3ZTIzODU1XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,2,190,281_.jpg","1105. Justice League","https://www.imdb.com/title/tt0275137/?ref_=sr_t_1105","22m","Episodes52","https://www.imdb.com/title/tt0275137/episodes?ref_=tt_eps_sm","2"
"1708777611-146","https://www.imdb.com/search/title/?title_type=tv_series","Salem","2014–2017","TV-MA","7.1","Supernatural horror loosely based on Salem's 17th century witch trials.","https://m.media-amazon.com/images/M/MV5BMTcxMTAxNzMzN15BMl5BanBnXkFtZTgwMTY1Mzk5OTE@._V1_QL75_UY281_CR9,0,190,281_.jpg","1104. Salem","https://www.imdb.com/title/tt2963254/?ref_=sr_t_1104","1h","Episodes36","https://www.imdb.com/title/tt2963254/episodes?ref_=tt_eps_sm","3"
"1708777619-147","https://www.imdb.com/search/title/?title_type=tv_series","Signora Volpe","2022–","TV-14","7.2","Sylvia, a disillusioned British spy turned detective starts a new life in the beautiful heart of Italy. She soon finds out trouble follows her wherever she goes.","https://m.media-amazon.com/images/M/MV5BYThlY2I3OWItYzVhNC00NGRiLThiN2UtYmY2ODJkNGQ5NGJkXkEyXkFqcGdeQXVyMTE2NzIyNzQ5._V1_QL75_UX190_CR0,2,190,281_.jpg","1103. Signora Volpe","https://www.imdb.com/title/tt15193160/?ref_=sr_t_1103","4h 30m","Episodes6","https://www.imdb.com/title/tt15193160/episodes?ref_=tt_eps_sm","2"
"1708777625-148","https://www.imdb.com/search/title/?title_type=tv_series","The Equalizer","1985–1989","TV-PG","7.8","A retired Intelligence Agent turned private detective helps various threatened clients to equalize the odds.","https://m.media-amazon.com/images/M/MV5BMjAzMzAyODMxMF5BMl5BanBnXkFtZTcwNjcyMjE2MQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg","1102. The Equalizer","https://www.imdb.com/title/tt0088513/?ref_=sr_t_1102","48m","Episodes88","https://www.imdb.com/title/tt0088513/episodes?ref_=tt_eps_sm","4"
